ReactionID,ReactionType,CoreDetail,CoreGeneric,Ligand,ReagentRaw,ReagentRole,Solvent,Temperature_C,Time_h,Yield_%,ReactantSMILES,ProductSMILES,Reference,CondKey,CondSig,FamSig,RawCAS
RXN000019,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""SPhos""]","[""K2CO3""]","[""BASE""]","[""Tol""]",,,99.0,,,"Advanced Synthesis & Catalysis (2023), 365(8), 1152-1157",Pd/SPhos/K2CO3/Tol,AC8E02DF,AC8E02DF,3375-31-3 + 406681-13-8 + 584-08-7 + 108-88-3
RXN000020,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""SPhos""]","[""K2CO3""]","[""BASE""]","[""Tol""]",,,99.0,,,"Advanced Synthesis & Catalysis (2023), 365(8), 1152-1157",Pd/SPhos/K2CO3/Tol,AC8E02DF,AC8E02DF,3375-31-3 + 406681-13-8 + 584-08-7 + 108-88-3
RXN000021,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""SPhos""]","[""K2CO3""]","[""BASE""]","[""Tol""]",,,99.0,,,"Advanced Synthesis & Catalysis (2023), 365(8), 1152-1157",Pd/SPhos/K2CO3/Tol,AC8E02DF,AC8E02DF,3375-31-3 + 406681-13-8 + 584-08-7 + 108-88-3
RXN000022,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""none""]","[""NaOtBu""]","[""BASE""]","[""DCM"", ""Tol"", ""Hexane"", ""H2O""]",,,99.0,,,"Journal of Organometallic Chemistry (2024), 1011123124",Pd/none/NaOtBu/DCM+Tol+Hexane+H2O,AFBC562B,AFBC562B,3375-31-3 + 3058377-30-0 + 865-48-5 + 75-09-2 + 108-88-3 + 110-54-3 + 7732-18-5
RXN000023,Buchwald,[],"[""Pd""]","[""none""]","[""NaOtBu""]","[""BASE""]","[""Dioxane""]",,,99.0,,,"Organic Letters (2024), 26(1), 22-28",Pd/none/NaOtBu/Dioxane,51ABD688,51ABD688,2873417-75-3 + 865-48-5 + 123-91-1
RXN000024,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""SPhos""]","[""K2CO3""]","[""BASE""]","[""Tol""]",,,99.0,,,"Advanced Synthesis & Catalysis (2023), 365(8), 1152-1157",Pd/SPhos/K2CO3/Tol,AC8E02DF,AC8E02DF,3375-31-3 + 406681-13-8 + 584-08-7 + 108-88-3
RXN000025,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""SPhos""]","[""K2CO3""]","[""BASE""]","[""Tol""]",,,99.0,,,"Advanced Synthesis & Catalysis (2023), 365(8), 1152-1157",Pd/SPhos/K2CO3/Tol,AC8E02DF,AC8E02DF,3375-31-3 + 406681-13-8 + 584-08-7 + 108-88-3
RXN000026,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""SPhos""]","[""K2CO3""]","[""BASE""]","[""Tol""]",,,99.0,,,"Advanced Synthesis & Catalysis (2023), 365(8), 1152-1157",Pd/SPhos/K2CO3/Tol,AC8E02DF,AC8E02DF,3375-31-3 + 406681-13-8 + 584-08-7 + 108-88-3
RXN000027,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""SPhos""]","[""K2CO3""]","[""BASE""]","[""Tol""]",,,99.0,,,"Advanced Synthesis & Catalysis (2023), 365(8), 1152-1157",Pd/SPhos/K2CO3/Tol,AC8E02DF,AC8E02DF,3375-31-3 + 406681-13-8 + 584-08-7 + 108-88-3
RXN000028,Buchwald,[],"[""Pd""]","[""none""]","[""18027-10-6""]","[""UNK""]","[""THF""]",,,99.0,,,"Journal of the American Chemical Society (2023), 145(6), 3323-3329",Pd/none/18027-10-6/THF,15880887,3F80C91F,2489525-81-5 + 18027-10-6 + 109-99-9
RXN000029,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""SPhos""]","[""K2CO3""]","[""BASE""]","[""Tol""]",,,99.0,,,"Advanced Synthesis & Catalysis (2023), 365(8), 1152-1157",Pd/SPhos/K2CO3/Tol,AC8E02DF,AC8E02DF,3375-31-3 + 406681-13-8 + 584-08-7 + 108-88-3
RXN000030,Buchwald,[],"[""Pd""]","[""none""]","[""NaOtBu""]","[""BASE""]","[""Dioxane""]",,,99.0,,,"Organic Letters (2024), 26(1), 22-28",Pd/none/NaOtBu/Dioxane,51ABD688,51ABD688,2873417-75-3 + 865-48-5 + 123-91-1
RXN000031,Buchwald,[],"[""Pd""]","[""none""]","[""18027-10-6""]","[""UNK""]","[""THF""]",,,99.0,,,"Journal of the American Chemical Society (2023), 145(6), 3323-3329",Pd/none/18027-10-6/THF,15880887,3F80C91F,2489525-81-5 + 18027-10-6 + 109-99-9
RXN000032,Buchwald,[],"[""Pd""]","[""none""]","[""NaOtBu""]","[""BASE""]","[""Dioxane""]",,,99.0,,,"Organic Letters (2024), 26(1), 22-28",Pd/none/NaOtBu/Dioxane,51ABD688,51ABD688,2873417-75-3 + 865-48-5 + 123-91-1
RXN000033,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""SPhos""]","[""K2CO3""]","[""BASE""]","[""Tol""]",,,99.0,,,"Advanced Synthesis & Catalysis (2023), 365(8), 1152-1157",Pd/SPhos/K2CO3/Tol,AC8E02DF,AC8E02DF,3375-31-3 + 406681-13-8 + 584-08-7 + 108-88-3
RXN000034,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""SPhos""]","[""K2CO3""]","[""BASE""]","[""Tol""]",,,99.0,,,"Advanced Synthesis & Catalysis (2023), 365(8), 1152-1157",Pd/SPhos/K2CO3/Tol,AC8E02DF,AC8E02DF,3375-31-3 + 406681-13-8 + 584-08-7 + 108-88-3
RXN000035,Buchwald,"[""Pd""]","[""Pd""]","[""none""]","[""1333-74-0""]","[""UNK""]","[""Tol""]",,,99.0,,,"Applied Surface Science (2024), 648159047",Pd/none/1333-74-0/Tol,392E3B39,F9AC7EAF,7440-05-3 + 9012-76-4 + 1333-74-0 + 108-88-3
RXN000036,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""none""]","[""NaOtBu""]","[""BASE""]","[""DCM"", ""Tol"", ""H2O""]",,,99.0,,,"Journal of Organometallic Chemistry (2024), 1011123124",Pd/none/NaOtBu/DCM+Tol+H2O,EE1CB63D,EE1CB63D,98-80-6 + 3375-31-3 + 3058377-30-0 + 865-48-5 + 75-09-2 + 108-88-3 + 7732-18-5
RXN000037,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""Na2CO3"", ""10294-26-5""]","[""BASE"", ""UNK""]","[""Tol"", ""H2O""]",,,99.0,,,"Nature Communications (2024), 15(1), 4908",Pd/none/Na2CO3+10294-26-5/Tol+H2O,AFF02F1C,585C38D0,51364-51-3 + 2641594-79-6 + 498-66-8 + 10294-26-5 + 108-88-3 + 7732-18-5
RXN000038,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""SPhos""]","[""K2CO3""]","[""BASE""]","[""Tol""]",,,99.0,,,"Advanced Synthesis & Catalysis (2023), 365(8), 1152-1157",Pd/SPhos/K2CO3/Tol,AC8E02DF,AC8E02DF,3375-31-3 + 406681-13-8 + 584-08-7 + 108-88-3
RXN000039,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""none""]","[""NaOtBu""]","[""BASE""]","[""DCM"", ""Tol"", ""H2O""]",,,99.0,,,"Journal of Organometallic Chemistry (2024), 1011123124",Pd/none/NaOtBu/DCM+Tol+H2O,EE1CB63D,EE1CB63D,98-80-6 + 3375-31-3 + 3058377-30-0 + 865-48-5 + 75-09-2 + 108-88-3 + 7732-18-5
RXN000040,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""SPhos""]","[""K2CO3""]","[""BASE""]","[""Tol""]",,,99.0,,,"Advanced Synthesis & Catalysis (2023), 365(8), 1152-1157",Pd/SPhos/K2CO3/Tol,AC8E02DF,AC8E02DF,3375-31-3 + 406681-13-8 + 584-08-7 + 108-88-3
RXN000041,Buchwald,[],"[""Pd""]","[""none""]","[""NaOtBu""]","[""BASE""]",[],,,99.0,,,"Organic Letters (2023), 25(41), 7491-7496",Pd/none/NaOtBu/none,5D984805,5D984805,2585661-86-3 + 865-48-5
RXN000042,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""tBu3P·HBF4""]","[""NaOtBu""]","[""BASE""]","[""Tol""]",,,98.0,,,"Angewandte Chemie, International Edition (2024), 63(18), e202402020",Pd/tBu3P·HBF4/NaOtBu/Tol,784BF9D8,784BF9D8,51364-51-3 + 131274-22-1 + 865-48-5 + 108-88-3
RXN000043,Buchwald,[],"[""Pd""]","[""none""]","[""NaOtBu""]","[""BASE""]","[""110-71-4""]",,,98.0,,,"Organic Letters (2023), 25(29), 5498-5503",Pd/none/NaOtBu/110-71-4,580385BF,580385BF,2585661-86-3 + 865-48-5 + 110-71-4
RXN000044,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""BINAP""]","[""Cs2CO3""]","[""BASE""]","[""Tol""]",,,98.0,,,"ACS Catalysis (2023), 13(11), 7680-7690",Pd/BINAP/Cs2CO3/Tol,54BAA93E,54BAA93E,3375-31-3 + 76189-56-5 + 534-17-8 + 108-88-3
RXN000045,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""SPhos""]","[""K2CO3""]","[""BASE""]","[""Tol""]",,,98.0,,,"Advanced Synthesis & Catalysis (2023), 365(8), 1152-1157",Pd/SPhos/K2CO3/Tol,AC8E02DF,AC8E02DF,3375-31-3 + 406681-13-8 + 584-08-7 + 108-88-3
RXN000046,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""none""]","[""KOtBu"", ""NaOAc""]","[""BASE"", ""BASE""]","[""Tol""]",,,98.0,,,"Angewandte Chemie, International Edition (2023), 62(5), e202214908",Pd/none/KOtBu+NaOAc/Tol,BBAE957E,BBAE957E,3375-31-3 + 865-47-4 + 13716-12-6 + 108-88-3
RXN000047,Buchwald,[],"[""Pd""]","[""none""]","[""NaOtBu""]","[""BASE""]",[],,,98.0,,,"Organic Letters (2023), 25(41), 7491-7496",Pd/none/NaOtBu/none,5D984805,5D984805,2585661-86-3 + 865-48-5
RXN000048,Buchwald,[],"[""Pd""]","[""none""]","[""18027-10-6""]","[""UNK""]","[""THF""]",,,98.0,,,"Journal of the American Chemical Society (2023), 145(6), 3323-3329",Pd/none/18027-10-6/THF,15880887,3F80C91F,2489525-81-5 + 18027-10-6 + 109-99-9
RXN000049,Buchwald,[],"[""Pd""]","[""none""]","[""NaOtBu""]","[""BASE""]",[],,,98.0,,,"Organic Letters (2023), 25(41), 7491-7496",Pd/none/NaOtBu/none,5D984805,5D984805,2585661-86-3 + 865-48-5
RXN000050,Buchwald,[],"[""Pd""]","[""none""]","[""NaOtBu""]","[""BASE""]",[],,,98.0,,,"Organic Letters (2023), 25(41), 7491-7496",Pd/none/NaOtBu/none,5D984805,5D984805,2585661-86-3 + 865-48-5
RXN000051,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""none""]","[""Cs2CO3""]","[""BASE""]","[""Tol""]",,,98.0,,,"Journal of Organic Chemistry (2024), 89(17), 12591-12609",Pd/none/Cs2CO3/Tol,B45E5945,B45E5945,3375-31-3 + 76189-55-4 + 534-17-8 + 108-88-3
RXN000052,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""tBu3P·HBF4""]","[""NaOtBu""]","[""BASE""]","[""Tol""]",,,98.0,,,"Bulletin of the Chemical Society of Japan (2023), 96(8), 778-784",Pd/tBu3P·HBF4/NaOtBu/Tol,784BF9D8,784BF9D8,51364-51-3 + 131274-22-1 + 865-48-5 + 108-88-3
RXN000053,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""SPhos""]","[""K2CO3""]","[""BASE""]","[""Tol""]",,,98.0,,,"Advanced Synthesis & Catalysis (2023), 365(8), 1152-1157",Pd/SPhos/K2CO3/Tol,AC8E02DF,AC8E02DF,3375-31-3 + 406681-13-8 + 584-08-7 + 108-88-3
RXN000054,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""RuPhos""]","[""NaOtBu""]","[""BASE""]","[""Dioxane""]",,,98.0,,,"Bioorganic & Medicinal Chemistry (2023), 86117295",Pd/RuPhos/NaOtBu/Dioxane,C9D2A9EB,C9D2A9EB,51364-51-3 + 787618-22-8 + 865-48-5 + 123-91-1
RXN000055,Buchwald,[],"[""Pd""]","[""none""]","[""NaOtBu""]","[""BASE""]",[],,,98.0,,,"Organic Letters (2023), 25(41), 7491-7496",Pd/none/NaOtBu/none,5D984805,5D984805,2585661-86-3 + 865-48-5
RXN000056,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""KOtBu"", ""NaOAc""]","[""BASE"", ""BASE""]","[""Tol""]",,,98.0,,,"Nature Chemistry (2023), 15(1), 43-52",Pd/none/KOtBu+NaOAc/Tol,BBAE957E,BBAE957E,51364-51-3 + 865-47-4 + 13716-12-6 + 108-88-3
RXN000057,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""none""]","[""NaOtBu""]","[""BASE""]","[""DCM"", ""Tol"", ""Hexane"", ""H2O""]",,,98.0,,,"Journal of Organometallic Chemistry (2024), 1011123124",Pd/none/NaOtBu/DCM+Tol+Hexane+H2O,AFBC562B,AFBC562B,98-80-6 + 3375-31-3 + 3058377-30-0 + 865-48-5 + 75-09-2 + 108-88-3 + 110-54-3 + 7732-18-5
RXN000058,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""NaOtBu""]","[""BASE""]","[""Tol""]",,,98.0,,,"ARKIVOC (Gainesville, FL, United States) (2024), (5), 202312154",Pd/none/NaOtBu/Tol,F22A19A8,F22A19A8,26386-88-9 + 51364-51-3 + 865-48-5 + 108-88-3
RXN000059,Buchwald,[],"[""Pd""]","[""none""]","[""NaOtBu""]","[""BASE""]",[],,,98.0,,,"Organic Letters (2023), 25(41), 7491-7496",Pd/none/NaOtBu/none,5D984805,5D984805,2585661-86-3 + 865-48-5
RXN000060,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""none""]","[""K2CO3""]","[""BASE""]","[""THF""]",,,98.0,,,"Chinese Journal of Chemistry (2024), 42(7), 699-704",Pd/none/K2CO3/THF,5471EEF5,5471EEF5,3375-31-3 + 5518-52-5 + 2248160-18-9 + 584-08-7 + 109-99-9
RXN000061,Buchwald,[],"[""Pd""]","[""none""]","[""NaOtBu""]","[""BASE""]",[],,,98.0,,,"Organic Letters (2023), 25(41), 7491-7496",Pd/none/NaOtBu/none,5D984805,5D984805,2585661-86-3 + 865-48-5
RXN000062,Buchwald,[],"[""Pd""]","[""none""]","[""NaOtBu""]","[""BASE""]",[],,,97.0,,,"Organic Letters (2023), 25(41), 7491-7496",Pd/none/NaOtBu/none,5D984805,5D984805,2585661-86-3 + 865-48-5
RXN000063,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""NaOtBu""]","[""BASE""]","[""THF""]",,,97.0,,,"RSC Advances (2023), 13(49), 34391-34399",Pd/none/NaOtBu/THF,F354621B,F354621B,51364-51-3 + 98327-87-8 + 865-48-5 + 109-99-9
RXN000064,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""BINAP""]","[""Cs2CO3""]","[""BASE""]","[""Tol""]",,,97.0,,,"ACS Catalysis (2023), 13(11), 7680-7690",Pd/BINAP/Cs2CO3/Tol,54BAA93E,54BAA93E,3375-31-3 + 76189-56-5 + 534-17-8 + 108-88-3
RXN000065,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""NaOtBu""]","[""BASE""]","[""THF""]",,,97.0,,,"RSC Advances (2023), 13(49), 34391-34399",Pd/none/NaOtBu/THF,F354621B,F354621B,51364-51-3 + 98327-87-8 + 865-48-5 + 109-99-9
RXN000066,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""BINAP""]","[""Cs2CO3""]","[""BASE""]","[""Tol""]",,,97.0,,,"ACS Catalysis (2023), 13(11), 7680-7690",Pd/BINAP/Cs2CO3/Tol,54BAA93E,54BAA93E,3375-31-3 + 76189-56-5 + 534-17-8 + 108-88-3
RXN000067,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""tBu3P·HBF4""]","[""NaOtBu"", ""7440-50-8""]","[""BASE"", ""UNK""]","[""Tol"", ""H2O""]",,,97.0,,,"New Journal of Chemistry (2024), 48(9), 3849-3861",Pd/tBu3P·HBF4/NaOtBu+7440-50-8/Tol+H2O,3138CFEE,683E31E3,3375-31-3 + 131274-22-1 + 865-48-5 + 7440-50-8 + 108-88-3 + 7732-18-5
RXN000068,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""BINAP""]","[""Cs2CO3""]","[""BASE""]","[""Tol""]",,,97.0,,,"ACS Catalysis (2023), 13(11), 7680-7690",Pd/BINAP/Cs2CO3/Tol,54BAA93E,54BAA93E,3375-31-3 + 76189-56-5 + 534-17-8 + 108-88-3
RXN000069,Buchwald,[],"[""Pd""]","[""none""]","[""NaOtBu""]","[""BASE""]","[""Tol""]",,,97.0,,,"Dalton Transactions (2024), 53(22), 9294-9300",Pd/none/NaOtBu/Tol,F22A19A8,F22A19A8,53199-31-8 + 865-48-5 + 108-88-3
RXN000070,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""BINAP""]","[""Cs2CO3""]","[""BASE""]","[""Tol""]",,,97.0,,,"ACS Catalysis (2023), 13(11), 7680-7690",Pd/BINAP/Cs2CO3/Tol,54BAA93E,54BAA93E,3375-31-3 + 76189-56-5 + 534-17-8 + 108-88-3
RXN000071,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""BINAP""]","[""Cs2CO3""]","[""BASE""]","[""Tol""]",,,97.0,,,"ACS Catalysis (2023), 13(11), 7680-7690",Pd/BINAP/Cs2CO3/Tol,54BAA93E,54BAA93E,3375-31-3 + 76189-56-5 + 534-17-8 + 108-88-3
RXN000072,Buchwald,"[""Pd""]","[""Pd""]","[""none""]","[""NaOH"", ""7429-90-5""]","[""BASE"", ""UNK""]","[""MeOH"", ""H2O""]",,,97.0,,,"Journal of Organic Chemistry (2023), 88(24), 17047-17061",Pd/none/NaOH+7429-90-5/MeOH+H2O,1745DF09,6C01B4DD,7440-05-3 + 1310-73-2 + 7429-90-5 + 67-56-1 + 7732-18-5
RXN000073,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""Cs2CO3""]","[""BASE""]","[""75-05-8""]",,,97.0,,,"JACS Au (2023), 3(10), 2862-2872",Pd/none/Cs2CO3/75-05-8,AEAC54D8,AEAC54D8,51364-51-3 + 73482-96-9 + 1160861-53-9 + 534-17-8 + 75-05-8
RXN000074,Buchwald,[],"[""Pd""]","[""none""]","[""NaOtBu""]","[""BASE""]","[""Dioxane""]",,,97.0,,,"Organic Letters (2024), 26(1), 22-28",Pd/none/NaOtBu/Dioxane,51ABD688,51ABD688,2873417-75-3 + 865-48-5 + 123-91-1
RXN000075,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""RuPhos""]","[""NaOtBu""]","[""BASE""]",[],,,97.0,,,"Journal of the American Chemical Society (2024), 146(8), 5580-5596",Pd/RuPhos/NaOtBu/none,1949B51A,1949B51A,3375-31-3 + 787618-22-8 + 865-48-5
RXN000076,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""none""]","[""NaOtBu""]","[""BASE""]","[""DCM"", ""Tol"", ""Hexane"", ""H2O""]",,,97.0,,,"Journal of Organometallic Chemistry (2024), 1011123124",Pd/none/NaOtBu/DCM+Tol+Hexane+H2O,AFBC562B,AFBC562B,3375-31-3 + 3058377-30-0 + 865-48-5 + 75-09-2 + 108-88-3 + 110-54-3 + 7732-18-5
RXN000077,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""none""]","[""NaOtBu""]","[""BASE""]","[""DCM"", ""Tol"", ""Hexane"", ""H2O""]",,,97.0,,,"Journal of Organometallic Chemistry (2024), 1011123124",Pd/none/NaOtBu/DCM+Tol+Hexane+H2O,AFBC562B,AFBC562B,3375-31-3 + 3058377-30-0 + 865-48-5 + 75-09-2 + 108-88-3 + 110-54-3 + 7732-18-5
RXN000078,Buchwald,"[""Pd""]","[""Pd""]","[""none""]",[],[],[],,,97.0,,,"Research on Chemical Intermediates (2024), 50(8), 3619-3644",Pd/none/none/none,8D724D66,8D724D66,1317-61-9 + 7440-05-3 + 113682-56-7
RXN000079,Buchwald,"[""Pd""]","[""Pd""]","[""none""]","[""K2CO3""]","[""BASE""]","[""DMF""]",,,97.0,,,"Journal of Chemical Sciences (Berlin, Germany) (2024), 136(2), 40",Pd/none/K2CO3/DMF,3520B9C0,3520B9C0,1306-38-3 + 7440-05-3 + 7440-57-5 + 584-08-7 + 68-12-2
RXN000080,Buchwald,"[""Pd""]","[""Pd""]","[""none""]",[],[],[],,,97.0,,,"Research on Chemical Intermediates (2024), 50(8), 3619-3644",Pd/none/none/none,8D724D66,8D724D66,1317-61-9 + 7440-05-3 + 113682-56-7
RXN000081,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""none""]","[""NaOtBu""]","[""BASE""]","[""DCM"", ""Tol"", ""Hexane"", ""H2O""]",,,97.0,,,"Journal of Organometallic Chemistry (2024), 1011123124",Pd/none/NaOtBu/DCM+Tol+Hexane+H2O,AFBC562B,AFBC562B,3375-31-3 + 3058377-30-0 + 865-48-5 + 75-09-2 + 108-88-3 + 110-54-3 + 7732-18-5
